shape,i,j,x,y,z,ux,uy,uz
1.0,1.0,1.0,2.926114080316483,2.213114080316483,0.0,0.0,0.0,0.00043530153493599185
1.0,2.0,1.0,2.926114080316483,2.350864080316483,0.0,0.0,0.0,0.00043566510822145703
1.0,3.0,1.0,2.926114080316483,2.488614080316483,0.0,0.0,0.0,0.0004364197726595763
1.0,4.0,1.0,2.926114080316483,2.626364080316483,0.0,0.0,0.0,0.0004375675975507056
1.0,5.0,1.0,2.9262281606329656,2.7612108185127324,0.0,0.0,0.0,0.0004392935972700768
1.0,6.0,1.0,2.918185199544742,2.8141698042120584,0.0,0.0,0.0,0.00042309515805141886
1.0,7.0,1.0,2.8951706892935642,2.859335698724533,0.0,0.0,0.0,0.000375275740911245
1.0,8.0,1.0,2.859335698724533,2.8951706892935642,0.0,0.0,0.0,0.0003005252753468246
1.0,9.0,1.0,2.814169804212059,2.918185199544742,0.0,0.0,0.0,0.00020619584579015135
1.0,10.0,1.0,2.761210818512732,2.9262281606329656,0.0,0.0,0.0,9.549906378801307e-5
1.0,11.0,1.0,2.113614080316483,2.926114080316483,0.0,0.0,0.0,-0.00125470263129518
1.0,12.0,1.0,1.4631140803164828,2.926114080316483,0.0,0.0,0.0,-0.002606991088826409
1.0,13.0,1.0,0.8126140803164827,2.926114080316483,0.0,0.0,0.0,-0.0039585359525003225
1.0,14.0,1.0,0.16501734212023322,2.9262281606329656,0.0,0.0,0.0,-0.005306362256603044
1.0,15.0,1.0,0.11205835642090678,2.918185199544742,0.0,0.0,0.0,-0.005416784043688838
1.0,16.0,1.0,0.06689246190843257,2.8951706892935642,0.0,0.0,0.0,-0.005510929612077135
1.0,17.0,1.0,0.0310574713394014,2.859335698724533,0.0,0.0,0.0,-0.005585478665990508
1.0,18.0,1.0,0.008042961088223777,2.8141698042120584,0.0,0.0,0.0,-0.0056330727897059615
1.0,19.0,1.0,0.0,2.7612108185127324,0.0,0.0,0.0,-0.0056491406980883185
