shape,i,j,x,y,z,ux,uy,uz
1.0,1.0,1.0,2.926114080316483,2.213114080316483,0.0,0.0,0.0,0.0001047889250279277
1.0,2.0,1.0,2.926114080316483,2.350864080316483,0.0,0.0,0.0,0.00011020449870537905
1.0,3.0,1.0,2.926114080316483,2.488614080316483,0.0,0.0,0.0,0.00011460618534332842
1.0,4.0,1.0,2.926114080316483,2.626364080316483,0.0,0.0,0.0,0.0001187386024521333
1.0,5.0,1.0,2.9262281606329656,2.7612108185127324,0.0,0.0,0.0,0.0001244047389737975
1.0,6.0,1.0,2.918185199544742,2.8141698042120584,0.0,0.0,0.0,0.0001280948391310672
1.0,7.0,1.0,2.8951706892935642,2.859335698724533,0.0,0.0,0.0,0.0001307353154701591
1.0,8.0,1.0,2.859335698724533,2.8951706892935642,0.0,0.0,0.0,0.00013299724399237894
1.0,9.0,1.0,2.814169804212059,2.918185199544742,0.0,0.0,0.0,0.00013454274922246833
1.0,10.0,1.0,2.761210818512732,2.9262281606329656,0.0,0.0,0.0,0.00013137291054152693
1.0,11.0,1.0,2.113614080316483,2.926114080316483,0.0,0.0,0.0,0.00014853201642386218
1.0,12.0,1.0,1.4631140803164828,2.926114080316483,0.0,0.0,0.0,0.00017393942573158493
1.0,13.0,1.0,0.8126140803164827,2.926114080316483,0.0,0.0,0.0,0.00019718674433151184
1.0,14.0,1.0,0.16501734212023322,2.9262281606329656,0.0,0.0,0.0,0.0002204701271811352
1.0,15.0,1.0,0.11205835642090678,2.918185199544742,0.0,0.0,0.0,0.00022097532945447752
1.0,16.0,1.0,0.06689246190843257,2.8951706892935642,0.0,0.0,0.0,0.0002186175090184944
1.0,17.0,1.0,0.0310574713394014,2.859335698724533,0.0,0.0,0.0,0.00021391875949407888
1.0,18.0,1.0,0.008042961088223777,2.8141698042120584,0.0,0.0,0.0,0.0002075432719952344
1.0,19.0,1.0,0.0,2.7612108185127324,0.0,0.0,0.0,0.00019991922349479497
1.0,20.0,1.0,0.0001140803164827453,2.113614080316483,0.0,0.0,0.0,0.00010803214618102598
1.0,21.0,1.0,0.0001140803164827453,1.4631140803164828,0.0,0.0,0.0,1.7426093115353666e-5
1.0,22.0,1.0,0.0001140803164827453,0.8126140803164827,0.0,0.0,0.0,-7.312990406676283e-5
1.0,23.0,1.0,0.0,0.16501734212023322,0.0,0.0,0.0,-0.0001648867409510429
1.0,24.0,1.0,0.008042961088223777,0.11205835642090678,0.0,0.0,0.0,-0.00017257555634295644
1.0,25.0,1.0,0.0310574713394014,0.06689246190843257,0.0,0.0,0.0,-0.00017915839799917627
1.0,26.0,1.0,0.06689246190843257,0.0310574713394014,0.0,0.0,0.0,-0.00018418444658661502
1.0,27.0,1.0,0.11205835642090678,0.008042961088223777,0.0,0.0,0.0,-0.00018695481696366626
1.0,28.0,1.0,0.16501734212023322,0.0,0.0,0.0,0.0,-0.00018693060202609182
1.0,29.0,1.0,0.8126140803164827,0.0001140803164827453,0.0,0.0,0.0,-0.00016951171191218115
1.0,30.0,1.0,1.4631140803164828,0.0001140803164827453,0.0,0.0,0.0,-0.00015221239107805683
1.0,31.0,1.0,2.113614080316483,0.0001140803164827453,0.0,0.0,0.0,-0.00013290577974846586
1.0,32.0,1.0,2.7612108185127324,0.0,0.0,0.0,0.0,-0.00012112670673589845
1.0,33.0,1.0,2.814169804212059,0.008042961088223777,0.0,0.0,0.0,-0.0001243385181586323
1.0,34.0,1.0,2.859335698724533,0.0310574713394014,0.0,0.0,0.0,-0.00012302843945310676
1.0,35.0,1.0,2.8951706892935642,0.06689246190843257,0.0,0.0,0.0,-0.00012101438451095929
1.0,36.0,1.0,2.918185199544742,0.11205835642090678,0.0,0.0,0.0,-0.00011861262719658462
1.0,37.0,1.0,2.9262281606329656,0.16501734212023322,0.0,0.0,0.0,-0.00011584077346880592
1.0,38.0,1.0,2.926114080316483,0.29986408031648293,0.0,0.0,0.0,-0.00010989881369562406
1.0,39.0,1.0,2.926114080316483,0.43761408031648275,0.0,0.0,0.0,-0.00010577878473187435
1.0,40.0,1.0,2.926114080316483,0.5753640803164828,0.0,0.0,0.0,-0.00010163791144421888
1.0,41.0,1.0,2.926114080316483,0.7131140803164828,0.0,0.0,0.0,-9.680237371345998e-5
2.0,1.0,1.0,5.9261140803164825,2.213114080316483,0.0,0.0,0.0,0.0005198696093245624
2.0,2.0,1.0,5.9261140803164825,2.350864080316483,0.0,0.0,0.0,0.00045066809813887635
2.0,3.0,1.0,5.9261140803164825,2.488614080316483,0.0,0.0,0.0,0.0003813877010786588
2.0,4.0,1.0,5.9261140803164825,2.626364080316483,0.0,0.0,0.0,0.00031203180330210403
2.0,5.0,1.0,5.926228160632966,2.7612108185127324,0.0,0.0,0.0,0.00024408203075793598
2.0,6.0,1.0,5.918185199544742,2.8141698042120584,0.0,0.0,0.0,0.00021765975574297922
2.0,7.0,1.0,5.895170689293565,2.859335698724533,0.0,0.0,0.0,0.0001954134825364932
2.0,8.0,1.0,5.859335698724533,2.8951706892935642,0.0,0.0,0.0,0.0001778447141417232
2.0,9.0,1.0,5.814169804212058,2.918185199544742,0.0,0.0,0.0,0.00016645268546328104
2.0,10.0,1.0,5.7612108185127315,2.9262281606329656,0.0,0.0,0.0,0.0001620344628139059
2.0,11.0,1.0,5.1136140803164825,2.926114080316483,0.0,0.0,0.0,0.00015265293798926005
2.0,12.0,1.0,4.463114080316483,2.926114080316483,0.0,0.0,0.0,0.0001433593056313664
2.0,13.0,1.0,3.8126140803164827,2.926114080316483,0.0,0.0,0.0,0.0001359034020630083
2.0,14.0,1.0,3.1650173421202332,2.9262281606329656,0.0,0.0,0.0,0.0001239586259473319
2.0,15.0,1.0,3.112058356420907,2.918185199544742,0.0,0.0,0.0,0.00012101783447982752
2.0,16.0,1.0,3.0668924619084326,2.8951706892935642,0.0,0.0,0.0,0.00011768250238384247
2.0,17.0,1.0,3.0310574713394014,2.859335698724533,0.0,0.0,0.0,0.00011374249983546185
2.0,18.0,1.0,3.0080429610882238,2.8141698042120584,0.0,0.0,0.0,0.00010919706661614488
2.0,19.0,1.0,3.0,2.7612108185127324,0.0,0.0,0.0,0.00010918922366134562
2.0,20.0,1.0,3.0001140803164827,2.113614080316483,0.0,0.0,0.0,5.756984624360779e-5
2.0,21.0,1.0,3.0001140803164827,1.4631140803164828,0.0,0.0,0.0,0.0
2.0,22.0,1.0,3.0001140803164827,0.8126140803164827,0.0,0.0,0.0,-5.8005545512707026e-5
2.0,23.0,1.0,3.0,0.16501734212023322,0.0,0.0,0.0,-0.00010464369128779027
2.0,24.0,1.0,3.0080429610882238,0.11205835642090678,0.0,0.0,0.0,-0.00010812143729561834
2.0,25.0,1.0,3.0310574713394014,0.06689246190843257,0.0,0.0,0.0,-0.00011085218554720727
2.0,26.0,1.0,3.0668924619084326,0.0310574713394014,0.0,0.0,0.0,-0.00011348573464107687
2.0,27.0,1.0,3.112058356420907,0.008042961088223777,0.0,0.0,0.0,-0.00011614579704411825
2.0,28.0,1.0,3.1650173421202332,0.0,0.0,0.0,0.0,-0.0001189296434543751
2.0,29.0,1.0,3.8126140803164827,0.0001140803164827453,0.0,0.0,0.0,-0.00013607809469546976
2.0,30.0,1.0,4.463114080316483,0.0001140803164827453,0.0,0.0,0.0,-0.0001497301955140477
2.0,31.0,1.0,5.1136140803164825,0.0001140803164827453,0.0,0.0,0.0,-0.00016501595252048796
2.0,32.0,1.0,5.761210818512732,0.0,0.0,0.0,0.0,-0.00018037080980660896
2.0,33.0,1.0,5.814169804212058,0.008042961088223777,0.0,0.0,0.0,-0.0001852606038870763
2.0,34.0,1.0,5.859335698724533,0.0310574713394014,0.0,0.0,0.0,-0.00019701543405957817
